PTPRF,0.70835,-1.525,0.0893,-0.2197,0.16710001,-0.2283,2.0847,0.008350007,-0.50255,-0.8001,-0.42035002
DNAJB1,-0.23635,0.1276,-2.10775,0.34885,-1.3311,-0.276,-4.20605,-0.45165002,1.77555,-0.78415,2.9724998
XBP1,-1.3564999,-0.043750018,-1.5318999,-0.7304,-0.64989996,-1.5802,1.3727,-0.018300004,-2.8709,-0.5838,5.2325
GRN,-1.03555,1.7462001,0.91255003,0.76960003,1.2987001,0.8563,-1.16255,0.22860001,2.76085,0.08079999,-0.28294998
HK1,-1.0188,1.1235499,-1.49635,-0.1562,0.7673,-0.9249,-1.8109499,-0.53505,4.49285,-0.4497,-0.58905
KDELR2,-0.8485,0.72029996,-0.97835,0.16235,-2.0155501,-0.6122,-2.1131501,-1.2941499,-0.57385,-1.04775,0.012950003
SKP1,-0.12454999,0.24724999,-1.4837999,0.11680001,-0.84585,-0.3965,-1.3152,-0.51505,1.2127,-0.7601,1.35115
CAPN1,-1.3532,1.02315,-0.0767,0.7754,2.3264499,-0.0525,-0.049649984,-0.95215,0.572,0.42229998,-1.3292
CALU,-1.77745,-0.2809,-0.6824,0.0603,0.9557,-1.094,-0.1595,-0.572,2.90275,1.20575,0.70175004
CTSD,1.10215,-0.1948,-0.6732,0.17005,-0.25175002,1.0331,0.99545,-0.035699993,-0.1057,-0.56355,-0.58640003
MAT2A,0.63895,-0.2509,-1.73165,0.39569998,0.23374999,1.3577,-0.3895,1.1897,-0.66435003,0.002549999,-2.82475
STMN1,-1.33445,0.54794997,0.14930001,0.044750005,1.2545,-0.6469,-1.7464,0.21070002,1.5699,-1.1319499,-0.34165
ECH1,1.0082,-0.94394994,-0.43545,-0.20705001,-0.039499998,0.4014,1.7282,-0.36895,-0.56485,-0.3541,-0.33525002
IQGAP1,0.12025,-0.8789,1.75995,0.009649992,-0.59065,0.6499,1.27935,0.0841,-0.99270004,-0.7773,1.29765
HSPA1A,1.0453501,-0.9748,1.60045,-0.43074998,-0.47155002,0.62,1.2997,0.35579997,1.7048,-1.1127,7.467
HSPD1,-0.68230003,1.4053,0.26564997,-0.030900002,-0.12785,-0.4023,-2.22985,-0.1674,-0.7042,0.073300004,1.3254501
CIRBP,-0.44785,-0.32965,1.3488,0.20765,0.41245,-0.9622,0.57445,1.4632499,1.1731999,0.90169996,-1.0481
PSME1,-0.1904,0.55550003,-0.17409998,0.3756,0.34924996,-1.0732,-1.57505,-0.29,2.0133,0.22725001,0.061500013
PAFAH1B1,1.0411999,-0.90495,-0.034699976,0.2971,0.099999994,0.3995,0.96955,0.1317,-0.37315,-0.56839997,0.003299952
HYOU1,0.9681,-0.65180004,0.0853,-0.39270002,-0.41799998,0.3939,0.62869996,0.1354,-0.8226,-0.04515,0.5808
PSMD2,-0.22655,-0.4481,-0.89585,-0.122449994,1.5188999,0.9071,-1.2743001,-0.4504,3.2988,-1.05695,1.2402999
EPRS,-0.4962,0.84790003,-1.13375,-0.7565,0.85815,-0.8236,0.09595001,-0.52955,0.6713,-0.14379999,2.7463999
PSMD4,-0.84065,0.11739999,-1.40925,0.39095002,0.15344998,-0.1002,-1.68105,0.6977,0.84395,0.1271,1.51545
PGAM1,-0.4658,0.99925,-5.4814,0.13090001,0.15830001,-0.1025,-2.0279999,0.46485,0.4304,-4.742,-0.725
STAT1,0.8983,1.2519,0.1586,-0.10855,-0.93009996,-0.3077,-0.79039997,-0.09854999,-1.20455,-1.2887,0.45284998
FKBP4,0.001,-4.6375504,0.001,-0.2337,0.33725,0.0007,0.3376,-0.57185,0.2858,0.2858,0.3376
KTN1,0.15415,-1.08655,0.50984997,-0.4525,0.43875003,0.4547,2.1950998,-0.43704998,-1.03525,0.36729997,1.10765
TMED10,-0.63995,0.3036,-1.0026,-0.6106,-0.6589,-0.4416,-0.79895,-0.49085,0.08275,0.23255002,2.2271001
ALDOA,-1.4360499,0.852,-1.2472,0.38645,0.10890001,-1.874,-1.903,-0.0341,0.77075005,-0.1208,-0.23705
TSPAN3,-0.90639997,1.11535,-0.68895,0.17075,0.3883,-0.4463,-1.21385,-0.3983,-0.20880002,0.052650005,0.23995
GNAS,-0.7996,0.99909997,-5.1816,0.089,0.6499,-0.0524,-1.3518,-0.023850001,0.8579,-4.9064,-0.002599955
HIF1A,0.48925,-0.8421,-0.97275,0.2403,-3.6233,0.8353,0.4627,-0.004150003,-3.02775,-0.32094997,-0.9677
AARS,-0.2388,-0.18525,-0.65035,-0.71,0.068799995,-1.4585,2.3101501,0.3508,-1.65575,-0.31105,2.3706
RPN1,-1.28055,0.33725,-0.1008,-0.33725,0.0,-1.3295,-2.64955,0.4515,0.08915001,1.14145,-0.2119
PAICS,-1.01265,1.16375,-2.47195,0.3161,-1.88205,-0.3935,-1.1585,-0.20745,-3.36705,-0.44664997,1.68865
BLCAP,0.45870003,1.1484001,-0.64725,0.15945,0.81009996,-0.7426,-0.52105,0.0665,3.02065,0.7466,-1.1889
HADH,0.36875,-0.39405,-1.44045,0.073149994,-0.94755,0.1188,1.13095,0.017049998,-0.36554998,-0.30040002,-0.91335
GNAI2,-0.75585,1.2542,-0.35225,0.016900003,0.99965006,0.1181,1.9555502,-0.60425,3.868,0.08245,-0.66849995
PSMF1,0.49275,-1.4839001,0.5848,-0.4913,-0.2776,0.6917,1.79805,-0.40685,-0.45035002,0.23730001,0.18700004
MYL9,0.30580002,-0.17499998,0.23015001,0.36885,-0.94005,-0.1238,0.14125,-0.3997,0.43285,-0.84435,-2.0891
MMP2,1.1181,-1.52405,0.1601,0.061100006,-0.76105,0.2609,0.91395,-0.2017,-0.93640006,-0.7084,-0.80475
SMARCC1,-0.26995,-0.6158,0.503,-0.6074,0.329,-1.3121,-1.3338499,0.46130002,0.09895,-0.51435,0.6694
TM9SF2,-1.242,0.49289998,-0.2422,-0.14749998,0.1603,-0.3539,-1.2116,-0.4557,1.34585,-0.0204,-0.53779995
PIP4K2B,-0.40144998,1.8657,0.3278,0.336,1.2880499,-0.0799,-1.2523501,-0.2825,0.048449993,-0.35785,-1.13405
PXN,-0.69895,0.4288,1.9007001,-0.572,0.9086,-0.8019,-0.25365,-0.24195,-0.85875,0.9805,-1.3524
COPB2,-0.41085002,0.9226,-1.18115,-0.81055,0.7728,0.1449,-0.7335,-0.5244,2.6146,-1.2815499,1.9224
PFKL,-1.07105,0.68955,0.69350004,0.2369,0.81340003,-1.0938,-0.28415,-0.4393,0.93415,5.56275,-1.0609
PGRMC1,0.0666,1.2679,-0.46895,-0.5712,0.92034996,-0.3136,-1.6154499,-0.0433,1.177,-0.483,0.9145
ITGB5,-0.80505,0.75315,1.2578,-0.09109999,0.66099995,-0.4322,-0.85365,0.49355,-0.79985,-0.36865,-1.2866
PLP2,0.4249,-0.20255,0.19504999,0.9552,-0.16439998,-2.253,0.40555,0.39795,-1.09885,0.48685002,-2.57885
NFE2L2,-2.1087499,0.5086,-2.2717,-0.01765,0.14585,-0.2146,1.3716,-0.43405,-3.7322001,0.10135001,2.3523002
MBNL1,0.060299993,1.29305,0.16975,-0.57879996,-0.1117,-0.7007,-0.5629,0.68990004,-0.14895001,-0.08970001,0.93005
NMT1,0.04290001,-0.87504995,0.3431,-0.01640001,0.96575,1.1865,1.3939999,0.05860001,-1.68375,-0.0519,-1.32015
BHLHE40,-0.96245,5.18115,-1.69995,-0.22895,-0.1927,-0.3498,-1.2621,-0.033850014,-1.3364,0.020750001,0.3639
TERF2IP,-0.121700004,0.50905,0.14009999,-0.33429998,0.43505,-0.9694,-0.1021,-0.25075,0.52915,0.3724,-1.2467
FBXO7,0.41045,0.38395,-1.9872501,0.09040001,1.70895,0.0832,0.49194998,-0.4912,-0.9329,0.14395,1.5336499
HTRA1,-0.37460002,-0.60185003,-0.42665,0.082100004,-1.1726999,0.719,-0.5678,0.000399999,-0.28,-0.3344,-0.67289996
LRPAP1,-0.8155,0.89195,-0.9425,0.46735,0.46365,-1.1811,-2.0817502,-0.1932,1.4474001,-0.37605,-1.03885
CREG1,-0.17755,0.3739,0.33515,-0.6558,0.3701,-0.3677,0.70825,-0.49795002,3.63175,-0.43615,1.09715
PCNA,-1.33295,-0.09065,-0.72194993,-0.5358,-1.7698,0.0,-2.5633998,-0.35465,-1.78635,-6.35,0.00065
LGMN,0.19764999,-0.34480003,3.9734,-0.41465,1.01335,0.2518,-0.17860001,0.67185,4.8843,1.07075,2.2602
ILK,-0.71145,0.49025,0.44485,0.19344999,0.34849998,0.5042,-2.4082,-0.4191,2.2245002,0.05825001,-2.04335
ATP1B1,-0.35685,0.83465004,-0.047700003,0.20840001,1.0653,-1.8797,-1.36225,-0.01015,1.1280501,-0.53185,0.5769
SYPL1,0.5032,0.66525,-0.04070002,-1.0323,-0.00925,-0.0206,-1.023,-0.58145,-0.7766,-0.57845,1.00335
TXNRD1,-0.5498,0.40465,0.2095,-0.52265,-0.4843,-0.8825,-0.68590003,0.42505,-2.5299,-0.0845,2.0353
NUDCD3,-0.521,0.4332,0.96815,0.09535,0.53315,0.1246,-0.79465,0.39929998,1.39455,0.46115002,-0.86825
TOP2A,0.3716,0.96730006,0.7113,-0.15775,-1.7715499,-0.5817,0.023299992,0.48110002,-3.1673,-0.58045,-0.9396
STK25,-1.28775,0.81475,0.38124996,-0.011249989,1.4310501,0.3512,-0.86434996,0.08425,0.9088,-0.59235,-1.06785
EBNA1BP2,-0.32295,0.77915,-0.11549997,0.5568,-2.9034,-0.1335,-1.008,0.0767,-2.00775,0.08090001,-0.71419996
ARHGEF12,-0.18535,0.26405,-1.5409501,0.17375,-0.55795,0.3786,-0.1083,-0.4276,-1.4576,-0.24324998,0.71695
SCP2,-0.20335,1.16125,-1.4598,-0.34825,-0.21534997,-0.5207,-0.9087,-1.0843501,-0.49725002,0.16435,1.94145
YME1L1,-0.89125,1.0991,-4.67355,-0.003449976,-0.95170003,-0.1378,-1.4009501,-0.95685,-4.09025,0.19335,2.498
TMEM109,-0.6083,1.21595,-0.6154,0.44675,1.2295,-0.8982,-1.6440499,-0.3755,-0.90375,0.04335,-0.23454997
TPD52L2,-1.5569,-3.10455,-1.42345,0.9234,-0.07094991,-0.4721,-1.3745,0.46395,-0.21630001,0.79885,1.6152999
CRTAP,-0.3523,1.36545,-0.20525002,0.59250003,-0.28675002,-0.5688,-0.61815,-0.05405,-0.95164996,-0.047449976,-0.40030003
TRAP1,-0.30895,0.38520002,-1.6162499,-0.14095,0.83844995,-0.5694,-2.00215,-0.317,1.1752499,0.086399995,-1.07325
IGF2R,-0.2643,-0.86004996,1.0558,0.2858,-0.6083,0.3887,1.376,-0.431,1.6722,-0.2896,-0.18694997
PHGDH,-1.2558501,0.19994998,-0.5337,-0.045899995,-0.06924999,-0.9083,1.5775499,0.4784,1.69545,-0.40585,1.72655
LRP10,-1.2948,0.4633,0.8699,-0.25725,1.14215,-1.195,-0.6656,0.14585002,0.6931,-0.20375,-0.45380002
SOX4,0.16,1.63085,1.92335,-0.19359998,1.3988,-1.4938,-0.3985,0.75835,0.32675,0.18065001,-1.3814499
CAT,-0.6238,-1.80205,-0.34585002,-0.88875,-2.09715,-0.2523,2.30945,-0.40755,0.12985003,0.64055,-1.1926501
RHEB,-0.19815001,-0.54635,0.0282,-0.5285,-0.73345,-0.7268,-0.73870003,-0.23714998,0.81570005,-0.6212,3.8445501
MAPKAPK2,-0.81990004,1.0251,3.46515,-0.06815001,0.9727,-1.2029,-2.1146,-0.09069999,4.0206,0.20914999,-0.85645
SCRN1,0.8771,0.55155003,-0.50895,0.44975,-0.1708,1.2627,1.3026,-0.02215001,-1.3764,-1.1992,-1.247
JUN,0.29,-0.92939997,1.77705,-0.48445,-0.28229997,-0.4329,1.62295,0.005600005,1.7822499,0.02699998,2.67485
SHC1,0.61845,-1.29825,1.41665,-0.18605001,0.21390003,0.8763,0.100600004,-0.24505001,-0.79665005,0.39395,-0.25940004
SQSTM1,-1.03835,0.55855,0.48795,-0.1602,0.27689996,-0.5121,-2.1239,0.1248,1.1652501,-2.2004,1.4376
PRCP,-1.20875,-0.67205,0.8369,0.3368,0.83815,0.074,0.96265,-0.16569999,0.097249985,-1.29505,-0.42999998
USP7,-0.84655005,1.4074,4.3944,0.12849998,0.62995,-0.0525,-2.1644502,-0.3152,-1.74295,-0.3201,1.30115
NFKBIA,-0.65059996,1.2079,-0.08055,0.2601,1.0891501,-0.4487,-0.91365004,0.28485,-1.8557501,-0.12369999,-0.622
G3BP1,-0.66165,0.67085004,-2.27745,0.49675,-0.7973,-1.1835,0.42769998,-0.39255,-0.57115,0.47504997,-0.77755
TOMM70A,-0.000899971,0.80025,-1.1478,-0.27960002,0.87820005,-1.6049,-1.23585,-1.09785,-0.305,-0.3369,0.35959998
RPA1,-0.60665,1.02035,-0.50444996,-0.14039999,0.41555,-1.0014,-1.6186,-0.22335,0.7829,-0.08769998,0.46289998
ZFP36,0.29654998,-0.21985,-0.64415,-0.16420001,0.57995,-1.9952,-0.6076,-1.12075,0.53125,-0.30075,0.80109996
DUSP3,-0.37275,0.004700005,3.4668002,-0.39290002,0.9834,3.8145,-0.08185,0.48490003,0.71615,-0.0422,-2.3105
KDM5B,1.22855,-0.25309998,0.5717,0.46955,-0.0951,0.935,1.54045,0.45924997,1.59955,-1.39095,0.082700014
MCM3,0.69105,0.8607,-0.32630002,0.41390002,0.9257,-1.7456,-0.16584998,0.54305,-1.98515,-0.53265,-0.1862
CLIC4,-0.4267,-0.40445,-0.6526,-0.54685,-0.92195,-0.1551,2.3929,0.25685,2.1592,0.5278,4.84645
CLSTN1,-0.6411,-0.24000001,1.7226,0.007149994,1.76,1.3762,-0.9911,0.3035,2.1661,-1.20835,-1.0238
ID2,-0.37745,0.40875,-0.09439999,0.90285003,0.60885,-1.1679,-1.3022499,-0.4306,1.01185,-0.034999996,0.24345005
DCTD,-0.4515,1.35445,-1.2183499,-0.3033,1.2093999,-1.0031,-0.9619,-0.7961,-2.12165,-0.79185,1.48645
FAT1,-0.6157,0.85969996,0.02395,-0.015599996,0.2404,-0.1673,-0.603,0.52735,-3.38695,0.76045,0.318
SMC1A,0.24704999,-0.48855,-3.5738,-0.6899,0.04364997,-0.2745,2.46345,0.15239999,-1.538,-0.022650003,0.27130002
NISCH,-0.48565,1.462,-0.32430002,-0.024949998,1.01895,-0.186,-1.3192999,-0.1724,0.9129,0.35115,-0.6168
PWP1,0.51675,1.0787001,-5.0,0.44704998,0.86945,-0.8368,-2.3237,-0.19145001,0.6502,-0.0974,0.000450015
ICMT,-0.1747,1.0762,0.79075,-0.24020001,1.0600001,-0.2475,-1.64525,0.10250001,2.4528499,0.2658,-1.4967
RUVBL1,-0.3741,0.8902,-0.16145,0.30945,0.41970003,-0.4839,-1.41205,-0.002050001,0.90885,-0.015300006,-0.1862
MBTPS1,0.59855,-0.53045005,1.5913501,-0.5512,-1.61105,0.9035,1.4729,1.0267,-1.9301001,-1.1929001,1.57375
INSIG1,0.71605,-1.1192,-0.52165,-0.06035,-1.38515,0.9834,0.8465,3.20105,1.8862,-0.3085,0.455
RRAGA,-0.76685,0.804,0.4508,-1.1570001,1.1459,0.0,2.42595,-0.38805002,2.37805,0.30830002,-2.9110498
IER3,-1.2861,0.71795,0.40104997,0.32054996,0.2716,-1.2805,-1.8603001,0.88925,0.46485,0.14485002,-1.57185
UBE2L6,0.3903,-0.9399,0.4218,-0.10625,0.30855,-0.2787,2.46295,0.2357,0.2892,0.52505,-0.25595
SMC4,-1.03425,0.8782,-0.89215,-0.040049985,-0.015300006,0.1854,-1.5698,-0.050799996,-0.5881,-0.9966,2.0719001
USP14,1.9110501,-0.2906,1.8132,-0.54219997,0.001450002,0.6025,1.0251501,0.73045,0.34785,-0.0448,-0.4118
EGR1,-0.2565,1.2242,-0.6223,-0.74355,-0.6423,-1.2717,-0.7879,-0.85325,2.77335,-0.4152,-0.53499997
PNP,-1.0156,0.68605,-2.2509,0.36165,0.14864999,-2.5361,-1.1324999,0.20625,0.51595,0.50075,0.23455
DNMT1,0.1206,0.58605003,-0.20815,-0.26425,1.79315,-0.9719,1.27285,-0.124350004,0.7479,0.7842,0.7479
CCND3,-0.63414997,0.55375,-1.8747,0.65779996,-0.3021,-1.9498,-2.45825,0.60730004,4.8141003,0.33139998,-6.5936003
NIPSNAP1,-1.16,0.95495,-0.2782,0.47695,0.37289998,-0.3963,-0.21425,-0.26395,1.33455,0.50765,-1.36525
MYBL2,0.48409998,-0.24089998,0.86974996,0.108449996,1.062,0.5129,1.1921,0.024199992,-0.1056,0.121800005,0.2884
EPB41L2,-0.50845,1.4056499,-1.6649001,-0.2507,-1.0987501,0.5103,-0.9899,0.0922,-2.0265498,-0.60915,-0.5322
ELAVL1,1.75055,0.6375,-1.34735,-0.26199996,-0.047450006,0.1546,-1.07495,-0.7636,-0.16200002,0.07605001,-0.046799958
KIAA0100,-0.78365,1.7616501,-0.40605,0.27275,1.5839,0.0148,-1.72875,-0.058849998,1.27045,0.21504998,-0.10734999
TP53,-1.0645,0.8549,0.91215,-0.07835001,0.6994,-0.5737,-0.74575,0.20305,0.8465,0.1293,-0.12875003
RPA2,0.3118,0.19955,1.1600499,-0.41145,0.7774,-0.8806,0.86765003,0.12125,1.0919499,0.28255,0.46515
MTHFD2,-1.01035,0.0923,-0.59795,-0.44779998,-1.2574999,-0.9516,0.018099993,0.6745,-1.2689,-0.10780001,2.0173001
PSME2,-0.72775,0.72625005,0.2854,-0.96365,0.4464,-0.4298,-1.2270501,-0.37375003,0.09775001,0.66855,0.07245
DAXX,0.02850002,0.48605,0.69615,-0.2625,1.23535,-0.4347,-0.43925,-0.42079997,-0.8024,0.31005,0.49255
ELAC2,0.48205,0.88915,0.2032,0.8936,1.28975,-0.8225,-2.02135,-0.41125,1.15815,-0.011549994,-2.22865
NCAPD2,0.6936,-1.22955,1.0489,-0.11415,0.32765,0.0978,1.6058,-0.1899,-0.70315,-0.41394997,-0.48144996
EFCAB14,0.042600006,-0.32525,0.0866,-0.117599994,0.2058,0.5941,1.566,-0.6141,-0.003449976,-0.057249993,-0.8828
DDX42,-0.063850015,0.9535,1.0431,-0.43439996,0.6699,0.622,-0.38660002,-0.6366,-1.4863,-0.39785,1.6537
LBR,-0.8449,0.33834997,0.03555,0.0158,0.6835,0.0373,-2.26055,0.39389998,1.9552,-0.27815002,-0.62079996
SH3BP5,1.25255,-1.0178499,-0.10149999,-0.65325,-0.74794996,0.0797,0.79195,-0.0474,-1.0731001,0.42745,0.6287
UBE3C,-0.95155,1.3664,-0.3607,-0.25410002,-0.1652,0.7015,-1.10435,0.6225,-1.14985,0.18630001,0.80025
SCARB1,0.009599999,1.0123501,-0.5127,-0.10034999,1.1792,0.0423,-0.9233,-0.49229997,1.6515,0.30444998,-0.9058
SCCPDH,0.31105,-1.56005,0.56405,-0.1429,0.4727,0.6291,2.31615,-0.32325,-0.78365,0.72805,-0.3108
SMARCD2,-0.54649997,0.48615003,0.009050012,0.6939,0.61859995,-0.0545,-1.5445001,0.85884994,0.0959,0.83405,-2.1301
NET1,-0.57895,0.47775,-0.64495003,-0.09819999,0.50055003,-0.0731,-2.8881001,0.41595,-0.007750034,0.67145,-0.120950006
HDAC2,-0.113,0.50765,-0.33855,0.054950003,-0.07455003,0.1481,-1.5316,-0.68735003,0.5825,-1.04895,3.40465
HSPB1,-0.92199993,0.77015,-0.3058,0.60895,0.56225,0.3256,-3.2558,-0.72875,1.25115,-0.55044997,3.1595502
LIPA,0.55145,-0.78139997,-1.5247,-0.18635,-0.73595,-0.6332,1.4686,-0.25379997,0.75495005,0.0231,0.08380002
BNIP3,-0.7453,0.71875,-0.80705,-0.075550005,-1.1068,0.4792,-0.0729,-0.72275,0.36840004,-0.86794996,0.46485
CDC25B,-0.63390005,1.08605,0.74109995,0.029900014,0.7428,-0.0676,-1.2994499,0.32569999,0.3349,0.0913,-2.4734998
ATMIN,-0.84675,0.8765,-0.2624,0.5963,0.048000038,0.4799,-0.75775,0.7389,0.16004999,0.10690001,-1.2394
TOMM34,-0.73895,0.6233,-0.59790003,-1.0850501,0.37595,-0.5946,-1.2509999,-0.8984,0.5936,-0.18285,0.14275002
MPZL1,-0.3649,0.9001,-1.30285,0.47245002,-1.9944,0.2683,0.1703,0.23464999,-1.23125,0.42945,-0.7537
IL13RA1,0.0171,-1.6475,0.8852,-0.3796,0.26700002,-0.1559,1.7449499,-0.19639999,-0.58809996,0.94255,-0.041949987
PSRC1,1.1486499,-0.47829998,0.28710002,0.29145002,-0.59389997,1.5252,0.87915003,0.44445,-0.60050005,-1.10415,-2.1982
UBE2A,0.34755,-0.0291,-0.16385001,-0.53720003,0.102800004,-0.8141,-1.43375,-0.5428,1.9774,-0.57695,3.7526
COASY,-0.64030004,0.92895,-1.1403999,0.40725,1.0259,-0.2794,-1.12845,-0.18535,0.67525,0.25135002,0.38404998
LRRC41,0.93125,-1.1651,-1.1794,-0.23889999,-0.104849994,0.2363,0.6141,-0.1464,-1.31775,-0.28024998,-0.44625002
MYCBP2,1.55305,-0.98445,-0.37359998,-0.38785,0.271,-0.2137,1.4478,0.81985,-0.85274994,-0.17115,-0.15300003
RBM6,-1.5189999,-0.15675,-0.5514,-0.9609,0.8168,-0.8957,2.17225,-0.61215,1.5424,0.1624,1.13515
PGM1,-0.4584,0.50675,-0.33635002,0.16455,0.84505,-0.2682,-1.3187001,0.25295,1.3441,0.026950002,-1.27985
MYO10,-0.82585,2.04225,-1.3441,-0.4998,0.78805,-1.1714,-0.58515,-0.33104998,0.67405,-0.22899999,0.7865
RSU1,1.27015,-0.13140002,0.046849996,0.028750002,-0.89805,0.825,0.7493,0.194,-1.5395501,-0.79565,-0.40664998
EGFR,-0.13065001,1.34315,0.5215,-0.48855,-0.28625,-0.8027,0.02625,0.1476,-2.17005,-0.416,0.9377
KIAA0196,0.73065,-0.98335004,-0.26845,0.116649985,-0.594,0.5837,0.9834,0.0444,-0.4304,-0.38025,-0.041999996
EXT1,1.0156,-2.1583,-0.03310001,0.04429999,-0.37805003,0.3091,1.2835499,0.111949995,-1.7395,-2.98615,-0.95555
SPEN,-1.0562,0.96685,-0.6318,-0.1167,0.51170003,-1.2849,-0.7927,0.84515,-0.71999997,-0.3707,0.40265
PTPN12,0.6152,1.1661501,-0.15585001,0.49365,0.76785,0.4056,-1.4941499,0.5454,0.29904997,-0.8218,-0.6693
TWF2,-0.46015,1.1399,-0.83919996,0.1268,0.7718,0.1015,-0.95115,-0.40374997,2.46935,0.4271,-0.45485
TJP1,-0.92640007,-0.08985,1.31355,-0.09005001,-0.4332,0.0412,1.1428,-0.57755,-1.679,0.18625,2.83295
MEST,1.3176,-1.5768,-0.38095,-0.17115,-0.43434998,0.3288,0.75555,0.1644,-1.4631,-0.36465,-0.82145
ALDOC,0.3869,-0.0282,-0.23789999,-0.2683,0.35439998,1.4903,-0.454,0.3377,9.15,-1.1542001,-0.68505
KDM5A,0.74045,-0.28544998,0.83505,-0.72095,0.36135,0.4266,-1.8023,1.19685,2.30405,0.2048,1.86525
RAI14,-0.37925,-0.21625,0.10154998,-0.88975,0.041150004,-0.0142,1.36085,-0.72,0.2681,0.16625002,0.17475
BIRC2,-1.1518,-0.4901,-1.04395,-0.61825,-0.32255,-2.4041,-1.4366,0.67775,1.0195501,0.72319996,0.94425
CTSL,-0.5055,0.75245,0.08914998,-0.72845,0.39710003,-0.9725,-0.7898,-0.3488,0.53515,-0.46289998,1.3385
PAF1,0.2401,-0.59414995,-2.8108501,0.0158,-1.8468,0.5998,0.27874997,0.07089999,-0.73815,-0.18805,-1.3952
BIRC5,-0.32204998,1.1976,-0.080850005,0.4613,0.5785,0.2481,-2.66785,0.36075,0.50745,0.49835002,-2.69875
RALB,-0.5169,0.38175002,0.62084997,-0.3157,1.3678501,-0.8615,0.57475,-1.2972,1.0718,-0.5528,-0.38314998
ARFIP2,-0.4835,1.1365501,-1.3963499,0.11385001,0.9778,-0.3476,-2.1587,-0.308,1.5837001,-0.01395002,0.28959998
ARHGAP1,0.20625001,0.07805002,0.90985,0.50225,0.22105,0.2798,0.2897,0.002800003,0.53815,-0.5646,-3.1057
CPNE3,0.30874997,0.85045004,-0.3395,0.23215,-1.45145,-0.3054,-1.68445,-0.64475,0.1304,-0.46985,0.120400004
ABL1,-0.94495,0.8997,-0.44590002,0.35805002,1.4256,0.9858,-1.8597499,-0.02685,-1.4332501,1.7716,-1.69805
TRAK2,-0.63135,1.1362,-0.08915001,0.49040002,1.08695,0.1042,-1.75195,-0.026249997,6.2595,-0.28109998,-2.4875002
PYCR1,-0.73705,0.70715,-1.0341,0.3991,0.7533001,-0.3225,-0.1047,-0.40195,-0.35180002,0.22905001,0.6106
NUP62,-0.9133,1.53825,1.30265,0.5022,0.42110002,0.2266,-1.9109001,0.2163,-3.18455,0.40679997,-0.062100023
PCM1,-0.6055,0.93155,-0.2765,-0.43445,0.09855002,0.3112,-1.1227,-0.21235001,0.44855,-0.65095,1.0554
BLMH,-0.5902,1.51905,-1.015,0.25774997,0.4953,-1.1002,-2.54175,-0.65775,-0.5798,0.34434998,1.68335
MVP,-0.057450004,1.13385,1.2174499,-0.21835,0.5294,-0.4486,-1.36325,-0.541,0.94975,0.144,-2.113
NUP133,0.77045,-0.49179998,1.8371999,0.3056,-0.2988,0.3081,-1.02535,-0.39635,0.3639,0.63979995,-0.6528
PLOD3,-0.47815,0.949,1.0196999,-0.17354998,1.06985,0.2682,-0.017799996,0.16225,-0.8547,0.75315005,-0.09035
