PSME1,-1.3721501,-0.23824999,-0.0877,0.2825,0.82925,1.3368499,0.62259996
PAFAH1B1,-0.21704999,0.82085,0.18599999,-0.4423,1.4352,0.1576,-0.55945
HYOU1,0.9105,0.95515,1.10805,0.34010002,0.43745,0.77204996,0.8104
PSMD2,1.00105,0.31910002,1.0408499,1.0820999,2.8130999,0.16555,1.06455
EPRS,0.0203,0.3952,-0.07060002,-0.4584,0.7623,0.62514997,3.41775
PSMD4,-0.49469998,0.22845,1.4833,0.36515,-0.60385,0.2074,1.1719
PGAM1,-1.2274001,0.10065,-0.6154,-0.36695,0.69385004,0.59305,0.1684
STAT1,-0.38775,0.52595,-0.37205,0.4726,1.4081,0.31755,0.28525
FKBP4,0.00035,-0.99925,0.0007,0.00035,-0.0007,0.0,0.00035
KTN1,1.08525,-1.01885,0.34005,0.47805,0.21395001,-0.20265,-0.5574
TMED10,-0.4853,-0.103,-0.8261,-0.85625005,0.24304998,0.6998,-0.40354997
ALDOA,-0.93015,1.04025,-0.064899996,0.09135,1.66815,0.68380004,-0.73595
TSPAN3,0.8739,0.26145,-0.8198,0.574,0.89175,0.61235,-0.78225005
GNAS,5.4139,-0.70795,5.00595,5.09445,5.62815,-0.44945002,-0.3324
HIF1A,-0.5118,-0.21354997,-0.12875,0.1224,-1.0035,0.33134997,-0.3017
AARS,-4.2676,-0.43334997,-0.53905,0.10984999,-2.1151,-0.4842,2.6643
RPN1,-0.92475,-0.52775,0.21675,0.14455,-1.41885,0.5418,0.46435
PAICS,-2.0989,0.04184997,-0.0877,-0.7685,0.06340003,0.43215,-0.8591
BLCAP,-1.11705,0.69579995,-0.4834,-1.1387,2.4111,0.8485,0.67095
HADH,-1.62905,-0.64165,-0.39104998,-0.22744998,0.54105,0.742,-0.43065
GNAI2,0.1029,-0.21724999,0.5787,0.26805,2.6045,1.0064,-0.16480002
PSMF1,-0.09915,-0.60504997,-0.2904,-0.016450018,-0.39255,0.006050006,-0.1985
MYL9,2.1346002,-0.5175,0.2596,3.3059502,0.24635,7.13155,-0.6681
MMP2,-0.020850003,-0.49825,0.27345002,0.3104,-0.5911,-1.0703,-0.6269
SMARCC1,-0.023399994,-0.31125,-0.6779,0.8101,-1.2048,0.90349996,0.5124
TM9SF2,-1.25675,-0.2834,0.54609996,-0.049349993,-0.5965,0.022050008,1.9101
PIP4K2B,-0.2656,0.95345,-0.35025,0.61715,0.4063,1.26385,-0.97345006
PXN,1.5996001,0.67435,0.1313,0.24829999,0.16884999,0.5972,-2.4217
COPB2,0.27034998,0.04705,0.09289999,-0.6856,1.2014,-3.1111,0.3314
PFKL,0.63465,1.0381,0.5439,-0.88325,0.49965,-0.87165,-0.5786
PGRMC1,-2.3413,0.368,-1.0992,0.46420002,0.68945,1.0593,0.49965
ITGB5,1.2868,0.12635,0.1085,1.56685,-0.56445,0.1799,-1.2114
PLP2,0.65445,0.08309999,0.16659999,0.75444996,-0.89295,-0.74015,-1.32515
NFE2L2,-0.727,-1.8593001,0.85080004,-0.68125004,-0.8126,-0.63525,0.31844997
MBNL1,0.23300001,-0.30015,-0.104550004,0.992,-0.76339996,1.6627,0.02425
NMT1,0.2945,0.17150001,0.8512,-1.49195,-3.5339499,-0.62609994,0.452
BHLHE40,1.3821,-0.13845,0.22625,3.0328002,0.95525,-0.3391,-2.18465
TERF2IP,1.57905,1.0318,-1.3973,0.25245,0.73305,0.7606,1.41435
FBXO7,0.74455005,0.14500001,0.62745,-0.3151,-1.1884999,-0.4884,0.29785
HTRA1,-0.3147,0.439,0.64234996,-0.30345002,-0.31480002,-0.65664995,0.015300006
LRPAP1,-1.0392,0.3536,0.14055,-0.60985005,2.3087,-0.16589999,0.1628
CREG1,-0.6915,0.63269997,-0.64019996,0.05415,2.06095,0.83695,-0.50605
PCNA,-0.72940004,0.19215,-1.2093999,0.36245,-0.8019,0.89035,0.18210001
LGMN,-0.5085,0.534,0.72010005,0.074049994,5.1457,1.1547999,1.14725
ILK,0.6789,-0.4001,-0.01585,-0.21610004,0.37325,1.9198,-0.82925004
ATP1B1,-1.19595,0.80995,-1.4592,0.000549994,2.79765,0.7207,1.81655
SYPL1,0.18245,0.20050001,-1.28055,2.0988998,0.35729998,1.2755,-0.034099996
TXNRD1,-0.067049995,-0.022200001,-1.34165,0.30960003,0.6465,0.52055,1.75155
NUDCD3,1.3863499,0.5479,0.25155002,-0.3838,0.1873,0.60690004,-0.33455
TOP2A,0.505,0.34225,-0.14359999,1.0566,1.00095,1.10645,0.23794997
STK25,0.89470005,-0.037,0.8958,-1.2576001,-0.63395,0.70210004,-0.15575
EBNA1BP2,-4.4418,0.057049997,0.33394998,-0.39995,0.37369996,1.2365999,-0.019250005
ARHGEF12,0.13325001,-0.283,-0.97609997,0.5118,2.4994998,-0.64,0.43509996
SCP2,0.16740003,-1.5144999,0.43940002,-0.39905,0.38295,0.84445,-0.06895
YME1L1,-0.41745,-0.54285,0.35415,-0.10305001,0.66155,0.5403,1.46315
TMEM109,-1.85305,0.666,-3.6529,-1.21075,-1.1252,0.44225,0.11215
TPD52L2,1.0454,0.16620001,0.90775,-0.95735,-1.7716999,-0.10685,0.8596
CRTAP,0.0054,0.3838,1.02245,-0.001550004,-1.36455,0.15810001,0.3087
TRAP1,0.84879994,0.69855,0.2881,-1.25245,0.27555,0.24939999,-0.7676
IGF2R,0.7302,0.1685,-1.2283499,-0.20565,0.5452,0.02865,1.70385
PHGDH,-1.9827499,0.20385,0.65205,-1.21715,1.10255,0.1705,2.2237
LRP10,1.0392001,1.4958501,-0.30635,1.015,-0.28824997,0.78435,-0.2574
SOX4,-0.33560002,0.16685,-0.09415001,-0.4352,1.21395,-0.76285,-0.5531
CAT,-0.33705002,-0.19205001,-1.3119,-0.30245,0.19725001,-1.0009999,-1.6389
RHEB,0.24489999,-0.60230005,-0.33775002,-0.22320002,-0.15035,-0.01155,-0.2838
MAPKAPK2,0.52820003,0.86684996,-0.7256,0.41689998,1.03495,0.53775,0.27205
SCRN1,0.44805002,0.92865,-0.16085,0.9124,-0.54155004,-0.923,-0.80410004
JUN,0.65349996,-0.11945,-0.35549998,1.8478,-0.27495,1.69795,0.31335002
SHC1,0.18259999,-0.67675,-1.3039,0.51460004,-0.64444995,0.19799998,1.4885
SQSTM1,0.35845,-0.5265,-0.0466,-1.12665,0.34159997,-1.7723,1.68775
PRCP,0.002350003,-1.0139999,-0.3861,0.4028,-0.30945,-0.6171,-0.4275
USP7,-0.6318,0.504,-0.38725,-0.43345,-0.61015,-0.11734998,1.4633
NFKBIA,0.843,0.19525,0.39545,0.28190002,-1.62835,0.5159,-0.27185
G3BP1,-0.62065,0.08925,-0.6298,-0.03604999,0.03819999,0.6224,1.3219
TOMM70A,0.84790003,1.2414,0.15755,0.50839996,1.7356501,0.9983,-0.19605005
RPA1,-0.6633,0.93729997,-0.4785,-0.7118,1.55685,0.7853,0.74475
ZFP36,0.82145,-0.44634998,0.24585,-0.013,1.22505,-0.58715,-0.33765
DUSP3,1.16065,-2.2672,0.13020003,0.13775,-1.81305,0.9916,-1.35935
KDM5B,1.79385,-0.40925002,0.019900002,4.76185,2.79355,-0.47665,-1.3708
MCM3,-1.0352,0.53295,-2.79945,-0.1215,-0.61165,0.70454997,-1.1352
CLIC4,-0.6745,0.4466,-0.6745,1.3218,-0.27385,2.68895,0.9957
CLSTN1,0.8491,0.42455,1.4598501,0.0705,1.24085,0.09335001,-1.4219499
ID2,-0.63455003,0.7528,0.54885,0.20070001,0.4813,-0.17954999,-0.04245
DCTD,0.104499996,0.66795,-0.67184997,0.48135,-2.57375,0.70274997,0.08680001
FAT1,1.34375,-0.2301,0.3568,0.46254998,-1.9725001,-0.1801,-0.5502
SMC1A,-2.3237,-1.3827001,0.34125,1.1132,-4.28725,0.0492,-0.3513
NISCH,-0.08905,0.19000001,0.582,-1.21015,3.98715,1.0216501,-0.5198
PWP1,0.06905,1.4113,-0.68785,0.43445,-0.105799995,0.957,0.052399993
ICMT,-0.4431,1.5026499,-0.07895002,-0.35055,2.28515,0.76035,-0.24650002
RUVBL1,0.58385,-0.002700001,0.1445,-0.5341,1.0434,0.94175005,-0.2709
MBTPS1,0.87149996,-0.55415004,-0.8952,-0.44325,-0.6144,-0.29705,-0.03364998
INSIG1,-0.1535,-0.74520004,-0.44235,2.4115,0.22219999,-3.4719,-0.5418
RRAGA,0.2516,-0.058950007,-0.26744998,0.35025,1.91225,0.49375,-1.4159
IER3,2.2867498,0.8521,1.1443,1.5647,3.757,0.34785,-4.25275
UBE2L6,0.060000002,-0.15535,0.84665,0.18525,0.4492,-0.27165002,-1.84475
SMC4,-0.3128,-0.61295,-0.40934998,0.79835,0.62995,0.64820004,0.43975
USP14,-1.6553,1.1583999,0.30485,-1.3777001,-0.78954995,1.3068,2.6462
EGR1,2.08895,0.79829997,0.85924995,0.6767,0.76165,0.57715,-0.49745
PNP,-1.1492001,0.65875006,-0.98775,0.08380002,-0.38735,1.2040501,-4.48215
DNMT1,0.44924998,-0.75165,-0.59485,0.37925,-1.64315,-0.1432,-1.5766001
CCND3,-1.16095,0.7181,0.000799999,-0.49855,3.09425,0.37839997,0.8699
NIPSNAP1,-0.5717,0.9208,0.8399,-0.30449998,1.84235,0.62585,-0.11035
MYBL2,1.11335,-0.61335003,0.66429996,0.7627,-0.3824,-0.21585001,-0.44745
EPB41L2,-0.8853,0.25055,-0.9038,-0.3582,1.6375,0.89525,1.0224
ELAVL1,-0.48125,1.35235,-0.56229997,-0.39735,0.3434,-0.3574,-0.4307
KIAA0100,-0.23539999,0.17529999,-0.18485,0.2769,0.18015003,0.98230004,0.018299997
TP53,1.1402,0.39360002,-0.034799993,0.41415,-0.20464998,0.20505002,-0.16430001
RPA2,0.6393,-0.3946,0.17395,0.32595,-0.88825,-0.08305,-0.0688
MTHFD2,0.77965,0.118650004,-0.78225005,-0.30425,0.93514997,0.2828,2.5291
PSME2,-1.0,-0.29715002,-0.4089,0.6759,-0.40244997,-0.12200004,-0.43885002
DAXX,-0.9194,-0.45065,-0.12805,-0.4576,-3.32985,-0.050649993,-0.0765
ELAC2,-0.69485,0.61995,0.14125,0.7773,-1.2979,0.74605,0.060850002
NCAPD2,0.9422,-0.94335,0.17660001,0.6966,-1.06975,-1.36415,-0.3984
EFCAB14,0.4288,-1.1988,0.07625,-0.641,-0.15015,-0.116799995,-0.86385
DDX42,0.6748,-0.25425,0.098000005,-0.50385,1.0353,1.2558,0.46195
LBR,-1.4996,0.122949995,-0.1127,0.09495,1.9925001,0.51890004,0.9428
SH3BP5,0.8981,-0.7017,0.4737,1.2121,-0.7011,-0.09640001,-0.6358
UBE3C,-0.08090001,0.9022,0.005050004,-0.0521,1.50855,0.36020002,1.52865
SCARB1,-0.49175,1.40815,-0.20135,-0.67155004,0.84045,0.38160002,0.3845
SCCPDH,0.34575,0.19229999,-0.99715006,2.2618,-1.1996,1.1508,-0.10250002
SMARCD2,-0.4928,1.31355,-0.08775,0.06490001,1.673,0.63775,-0.6168
NET1,-0.49175,-0.83405,-1.027,0.2398,-0.5644,0.73315,0.8891
HDAC2,0.0656,-1.3655001,-1.1531999,-0.4507,0.76955,0.91069996,1.8606501
HSPB1,-1.6624,1.3443,-0.3464,-0.48315,-0.67120004,0.34655,1.98165
LIPA,-0.3587,-0.89575,0.15474999,0.15484999,1.3235,-0.56785,-0.57379997
BNIP3,1.2999499,1.4299,-0.016600013,0.037550002,0.4089,-0.22289999,0.46305
CDC25B,0.94875,0.5994,1.1763,0.30685002,0.019299999,0.85455,-1.0742
ATMIN,0.2482,0.28315,-0.7221,0.57795,0.029249996,1.1257,-0.3366
TOMM34,0.5198,-0.39835,0.5182,0.20804998,-1.23745,0.4184,-0.38805
MPZL1,-0.91365004,-0.15929998,-0.1541,0.26235,1.3344,0.81285,0.7975
IL13RA1,0.28454998,-0.49385,0.37605,0.1936,-0.4797,-0.11874999,-0.36065
PSRC1,-0.8703,0.047,2.89955,0.15224999,1.5021,-0.3774,-1.9776
UBE2A,-0.95585,-0.5535,-0.48695,-0.80665,0.96075,0.41895002,1.04195
COASY,-3.41,-0.03585002,1.2070999,0.03095,-1.51435,0.8644,0.54684997
LRRC41,-0.53495,-0.94049996,-0.001850002,0.3198,-2.80865,-0.5159,-0.29545
MYCBP2,1.34705,-0.9059,-0.103,0.28355,-0.92555,-0.3632,0.0316
RBM6,1.3768001,0.16100001,1.2165,0.59415,-0.6524,0.86375,0.4032
PGM1,-0.944,0.788,-0.57775,-0.21970001,0.3373,0.5525,-0.29235
MYO10,0.8204,-0.3671,-1.2149,0.20535,0.3789,0.5107,1.41875
RSU1,-0.39625,0.87270004,0.4709,-0.7628,3.7588,0.25755,-1.23785
EGFR,-0.37704998,-0.28695,0.5432,-0.52345,0.143,-0.69355005,0.7021
KIAA0196,0.07314998,0.09504999,0.19444999,-0.48839998,0.14940001,-0.5114,-0.4322
EXT1,0.86925,0.47185,-0.4581,-0.32945,1.0337,-0.31230003,-0.4897
SPEN,0.9719,0.7672,-3.0516,0.35625,0.77564996,0.25930002,0.11334999
PTPN12,0.21835,0.20265001,-0.53415,1.0798,-0.2744,1.5227499,-0.20905
TWF2,-0.67219996,0.64849997,-0.85545003,0.2095,1.4896,0.7068,-0.62845
TJP1,-0.07865,-0.8283,0.20655003,-0.30745,-0.005199999,-0.2201,0.059
MEST,0.054550022,0.06460002,0.08905,-1.67605,1.0848,-0.9266,-0.64995
ALDOC,-0.84475005,0.5093,0.22344999,-0.39495,6.7592497,2.12085,-0.5511
KDM5A,3.1426,0.28765002,2.4278998,-0.26395,1.23115,-0.02075,1.99875
RAI14,0.9092,-0.2889,0.3565,-0.064449966,-0.94124997,-0.72325003,-1.05175
BIRC2,0.71525,0.15535,0.65655,1.3429,-1.93735,0.35915,1.14435
CTSL,0.43119997,0.06485002,-1.4841499,1.03645,-1.2782,0.51060003,-1.8445501
PAF1,-1.1065,-0.08775,2.25565,-0.58365,-0.75020003,-0.62705,-1.0119
BIRC5,-0.1355,1.0626,0.99095,0.11915,1.1195,0.45955002,-1.3845
RALB,1.01565,-2.0792,-0.03454998,0.47355,0.14265001,0.01955001,-0.29674998
ARFIP2,-0.8693,0.47329998,-0.32604998,-0.6009,0.26029998,0.94875,0.2315
ARHGAP1,0.6628,0.38625,0.82114995,-0.1454,-0.065650016,0.21469998,-1.0235
CPNE3,0.51635,-0.67,-0.47645,0.18385,2.1101,0.32119998,1.64685
ABL1,1.77105,0.9417,-1.0464001,0.2651,-1.9370999,0.35195002,-0.74105
TRAK2,-0.77925,0.41505,0.28855,-0.23885,3.0853,0.91085005,0.7525
PYCR1,0.08545,0.68295,0.013000004,-1.58565,0.060049996,-1.4315,0.63900006
NUP62,-0.54365,0.7815,-0.021000005,-0.3862,-1.01235,0.4473,0.1688
PCM1,0.39380002,-0.12900001,-0.44045,0.9733,-0.28695,0.39965,0.1795
BLMH,-0.82105,0.46104997,-0.93955,0.2863,-0.31495,1.1502,3.6553001
MVP,-0.023200005,1.3812001,1.3949001,-0.4962,5.25875,-0.1473,-0.5956
NUP133,1.0115,-0.3081,0.22515,-1.3245,1.3085,-0.2436,-0.5589
PLOD3,0.70094997,0.28614998,-0.008449972,-0.8708,-0.9315,0.23155001,0.70035
PPP2R5A,0.40635002,-0.057850003,-1.04235,1.5218,-2.0421,0.35255,-5.8292
NUP93,-1.0433,-0.7734,0.8247,-0.24495,0.11995,1.3865,0.75294995
ARL4C,0.041699976,-0.48294997,0.25025,-0.4104,-0.61505,-0.9053,-0.39470002
KIAA0907,-0.45525002,-0.92005,-1.5676501,-0.5364,0.22655001,0.09275,-1.05285
CRK,0.16719998,0.45635,-0.1567,0.4982,-0.83035,0.82449996,-0.98064995
CHERP,0.18774998,0.96215,0.009899998,-0.15679999,1.2003,0.37385,0.5794
PLK1,-0.2565,0.52775,1.8539,0.6589,-0.17685,1.0239999,-1.33245
TRIB1,2.9101,0.01124996,-1.3578,0.84445,-0.2355,-0.67190003,0.233
CDK4,0.28565,-0.3323,-0.05635,0.2964,-1.07775,-0.4106,0.1746
STXBP1,-0.07495,0.52524996,-0.501,0.037299998,2.96335,1.12505,-0.111700006
VPS72,0.14465001,0.3327,-0.4862,-0.58015,1.1205001,-0.641,-1.1912
HSD17B10,-0.45855,-0.64265,-0.078099996,-0.49830002,-0.57984996,-0.35314998,-0.25335002
CDKN1A,-0.29125,-2.0127501,-3.06385,0.26340002,-0.1796,-0.004000008,1.0496
COL1A1,-0.4898,0.43045,-0.52024996,0.24820003,0.7855,-0.08835,-0.109400004
SENP6,-0.75525,0.49405003,-0.74035,-0.53679997,-2.2632,-0.23894998,0.9709
ACBD3,-0.6516,0.4003,-0.07925,-0.22265,1.1803,0.282,3.4522
CSK,-0.28,1.21085,-0.20570001,-0.69215,-0.95805,0.56355,-0.21265
CSNK1E,1.3382,-1.43775,1.0833,-0.5121,1.1079,0.0143,-0.42150003
TOR1A,-0.94265,0.13859999,-0.00185,0.33015,-2.503,-0.79305,0.72265005
TRAM2,0.13830002,-1.31575,-0.19445,-0.2751,-0.21925001,0.03615001,-0.38465002
TCEAL4,-0.9171001,-0.86050004,0.13930002,-0.6011,-1.23125,0.62505,-0.9121
GNPDA1,1.36185,0.0246,-0.26425,0.7461,-1.1818501,0.60015,-0.6619
RGS2,-1.4906,0.4004,0.8373,-1.6143501,0.58455,-0.7257,0.1401
ABCF3,-0.2876,0.3206,0.22075,-0.89705,2.6220999,0.74259996,1.0931001
TCERG1,0.09365,-0.488,-1.3417499,0.3183,-1.7928,1.0173,1.0134001
USP1,-0.59345,0.13075,-0.6522,0.3839,-0.68195,1.05225,1.1756
KEAP1,0.09305,0.10405,0.282,-0.68254995,-7.3485003,0.26755,-0.2533
KAT6A,-0.46829998,1.188,-0.55695,-1.3327501,0.48285,0.042849988,0.04065001
MPC2,0.76435,0.14565003,-0.27585,1.0112,1.1975,-0.2552,-1.31645
MYC,1.18975,-0.12920001,-2.0313,1.3652,-1.00335,0.6189,0.5075
SLC35B1,-1.4051,0.889,-0.28905,-0.46735,0.333,0.7477,1.10435
PLSCR1,0.17270002,-0.74114996,-1.6149,0.52095,-2.29275,0.6838,0.358
DECR1,-0.52884996,-0.30605,-0.31875002,0.43580002,-1.059,0.99285,0.20064999
ERBB3,0.19910002,-0.8421,-0.03615001,-0.04895,0.91375,-0.23835,-0.26994997
PRSS23,1.4563,-0.49345002,-0.52665,0.3993,-0.1585,0.3458,-1.17695
PAPD7,0.7425,-0.35070002,0.38355002,0.59695,-0.67475,-0.825,-0.66025
CTNNAL1,0.59319997,2.004,-0.77255,-0.050049998,-0.35685,-0.020950004,-0.24865
IKBKAP,-0.37949997,0.36955,-0.70185,-0.5511,0.5927,0.037350003,0.02335
PPIE,1.34605,0.6721,0.6828,-1.0634,-0.86385,0.122049995,1.05425
DNAJB2,1.4851,0.07939999,1.8229501,-0.67190003,0.5787,-0.74275,4.9232
SNAP25,1.38775,-0.6757,0.03655,0.62855,-0.4053,-0.1473,-0.21755
BCL7B,1.2939999,0.80805,0.294,0.30909997,1.7389,-0.36894998,0.6792
GALE,0.4882,0.72499996,0.00655,-0.756,0.22455001,0.20775001,-2.0427
HMGCR,0.22569999,-0.57984996,-0.15845,1.0552,-0.73445,-0.20184998,-0.55375004
PRKCD,5.0,-0.14995003,-0.7679,5.32975,3.0907001,0.09385,-0.83860004
VAPB,-0.047849998,0.85015,-0.95094997,0.44744998,-0.59985,1.63325,1.2127
MYLK,-0.46890002,0.1772,-0.73380005,-1.48635,-0.5731,-1.2943001,0.43725002
S100A13,-0.050599992,0.80055,0.04315,0.29584998,0.3908,0.9446,-1.4918001
NRIP1,0.63165003,-2.53575,-0.7266,0.51535,-3.30505,0.09220001,1.0087
HTATSF1,-0.05805,-0.7557,-0.5012,-0.10225,0.5306,-0.2144,-0.2636
ADAM10,0.4671,0.2037,-1.01165,-1.1044,0.67034996,-1.334,0.10505
EAPP,0.73305,0.15805,0.4639,0.32945,-0.6838,0.1653,0.9927
SERPINE1,0.7353,-0.023400001,-6.0741,0.70570004,1.6462001,0.64105,0.2726
APPBP2,0.57015,-0.058750004,-1.6867,1.0299,2.305,-0.17944998,-1.15605
TOPBP1,0.43975,0.8878499,0.61475,0.69815004,-1.0331,-0.25535,0.7793
POLR2K,1.0716,-1.1801,0.56205,0.93995,-0.77435005,-0.26035,-0.63925004
ICAM1,1.0026,0.5863,0.08700001,-0.50425,0.9089,-0.10220002,-0.55835
NRAS,0.72055006,-0.9102,0.90425,-0.1734,-0.47985,-0.69229996,0.4086
LPGAT1,-0.75665,0.6713,-0.348,0.13345,-1.53965,1.13765,1.5935
PSMB10,-0.0713,-0.44419998,0.5719,-1.0274,-0.75909996,0.0031,-0.21049999
SDHB,-0.888,-0.066750005,-1.2190499,0.5721,0.5904,0.80910003,-0.19995001
RASA1,1.27725,0.7601,2.96905,0.50345,-0.67385,0.31395,-0.65
GTF2A2,0.033499986,-0.76565003,-0.67855,-0.45025,-0.4332,0.14935,-1.16325
NPC1,2.47155,-1.051,-0.26395,0.96265,1.9747,-0.000399992,3.4187999
GTF2E2,-0.44425002,-5.0,0.20355001,-0.54719996,2.007,0.5409,0.52314997
RNMT,1.62745,0.64655,-0.6115,1.32795,0.668,0.6145,0.8316
RBM15B,0.47010005,-0.38645,0.75105,0.10585,-2.27595,-1.2337999,0.8392
OXSR1,0.58145,0.81425,-1.2032,-0.24935001,0.844,0.41894996,-1.14415
DUSP11,-0.20335,-0.66650003,0.1981,-0.75450003,0.18375,-0.38665,-2.9609
CCNB2,0.4952,0.8656,2.4985,0.75045,-3.8027,1.0173,0.17805001
HIST2H2BE,0.006599993,-0.6782,1.2571,-0.186,-0.6933,-0.8877,-0.73535
PTPN1,-0.90400004,-0.36425003,0.30525,0.16964999,2.5414,0.11350003,0.4111
TES,0.2672,-0.6607,0.2071,0.1926,-0.7054,-0.6495,0.066350006
GFPT1,0.0554,-1.8662001,-0.7973,0.012200002,0.87275,1.32425,1.44785
LIG1,-0.56295,0.52885,0.20380002,0.205,0.05095,1.05335,0.50315
PKIG,0.88165,1.5806999,0.59999996,0.15044999,1.39435,-0.50435,0.5564
P4HA2,-1.3532,0.73794997,-0.29045,-0.62880003,1.3146,-0.008649975,4.72405
EBP,-2.2827501,0.0817,-0.39499998,0.21785,0.54690003,-1.15495,-0.4526
PHKB,0.21344998,3.75425,0.84625,-0.7516,-0.7858,-0.80965,-0.49734998
PIK3R3,-0.011749983,-0.12865001,0.43915004,-0.4712,1.7251,-0.1778,-0.11915001
WRB,-0.15904999,1.3285,-0.27555004,0.98815,2.14485,0.44985002,0.57945
GPC1,-1.08855,0.67219996,1.0132,-1.4702001,0.97385,-0.6148,-0.39525
SYNE2,0.28625,1.12655,-0.6704,0.95625,0.43585002,0.29764998,2.1045501
CASP3,0.28615,1.28935,-0.51285,0.29655,1.2685499,0.40405,-0.30044997
DNTTIP2,-2.54695,-3.01895,0.40115,-1.61845,-0.13435,-1.3932999,-3.4886498
ZMYM2,-0.5488,0.517,0.54355,0.4704,-0.394,0.66709995,0.77035004
OXCT1,-0.91779995,-0.7802,-0.16495,-0.27824998,0.06050001,1.0029,0.06369999
NNT,-0.82215,2.31185,0.042500004,-0.21965,0.9163,0.12835,-1.9955001
MAPKAPK3,0.15854996,-0.7824,1.1141,0.24675,0.43815002,0.72605,0.22355002
INPP1,0.4311,-0.36075002,0.72315,0.64,0.42675,0.6239,-1.19285
SACM1L,0.6639,0.87399995,0.016799986,0.6648,2.018,0.6688,1.1436
PRKACA,-1.3747001,0.0732,-0.122549996,0.3149,0.6263,-0.2184,-0.41744998
INTS3,-0.40735,0.38595,0.2065,-0.0578,-1.89965,-0.3813,-0.36825
STAMBP,0.7396,-0.65290004,0.28215,-0.16459998,-1.8732,0.29500002,-0.602
GAA,0.5328,0.45139998,0.35885,0.26749998,-0.52030003,0.65489995,0.11555001
TARBP1,0.32075,0.25095,-0.42415,-0.4594,-0.35195,-0.063449994,-0.57850003
SLC25A4,-1.1191,0.60685,-0.49815,-0.5004,3.0812502,0.61934996,-1.02
SLC37A4,-0.86300004,-0.6487,0.66615,-0.35439998,-0.21575001,0.69834995,-0.039750002
PCK2,-0.80965,-1.5678,0.242,0.591,-2.2723498,-0.27179998,0.60620004
HPRT1,1.9218,0.33445,-0.75845,-0.4828,-0.15985,-0.68705004,-0.45714998
FAH,-0.64505,0.97924995,-0.53575003,-2.2035499,-0.56130004,0.14230001,-1.62065
POP4,-1.61605,1.182,-0.07419999,-1.3778,-3.2372,1.02525,-0.40290004
CDC20,-0.001,0.0007,-10.0,-5.0,0.0017,-5.0,-3.10335
CYTH1,-1.56675,-0.32750002,-0.46005002,-0.06435,4.39535,0.4361,0.1504
